"project_code","plotid","image_year","image_julday","dominant_landuse","dominant_landcover","change_process","change_process_notes","interpreter"
"Poland",1527,2017,11,"Forest","Trees","Stable","",133
"Poland",1528,1984,149,"Other","Non-tree","","",133
"Poland",1528,2016,213,"Other","Non-tree","Stable","",133
"Poland",1529,1984,222,"Other","Non-tree","","",133
"Poland",1529,2017,64,"Other","Non-tree","Stable","",133
"Poland",1530,1984,307,"Forest","Trees","","",133
"Poland",1530,2017,46,"Forest","Trees","Stable","",133
"Poland",1531,1984,163,"Other","Non-tree","","",133
"Poland",1531,2016,203,"Other","Non-tree","Stable","",133
"Poland",1532,1984,138,"Forest","Trees","","",133
"Poland",1532,2017,11,"Forest","Trees","Stable","",133
"Poland",1533,1984,275,"Other","Non-tree","","",133
"Poland",1533,2017,61,"Other","Non-tree","Stable","",133
"Poland",1534,1985,229,"Other","Non-tree","","",133
"Poland",1534,2016,203,"Other","Non-tree","Stable","",133
"Poland",1535,1984,222,"Other","Non-tree","","",133
"Poland",1535,2017,64,"Other","Non-tree","Stable","",133
"Poland",1536,1984,275,"Other","Non-tree","","",133
"Poland",1536,2017,60,"Other","Non-tree","Stable","",133
"Poland",1537,1984,222,"Forest","Trees","","",133
"Poland",1537,2017,64,"Forest","Trees","Stable","",133
"Poland",1538,1984,140,"Other","Non-tree","","",133
"Poland",1538,2016,220,"Other","Non-tree","Stable","",133
"Poland",1539,1984,140,"Other","Non-tree","","",133
"Poland",1539,2017,31,"Other","Non-tree","Stable","",133
"Poland",1540,1984,243,"Forest","Trees","","",133
"Poland",1540,2017,62,"Forest","Trees","Stable","",133
"Poland",1541,1984,222,"Other","Non-tree","","",133
"Poland",1541,2016,213,"Other","Non-tree","Stable","",133
"Poland",1542,1984,222,"Forest","Trees","","",133
"Poland",1542,2017,64,"Forest","Trees","Stable","",133
"Poland",1543,1984,241,"Other","Non-tree","","",133
"Poland",1543,2017,75,"Other","Non-tree","Stable","",133
"Poland",1544,1984,140,"Forest","Trees","","",133
"Poland",1544,2017,45,"Forest","Trees","Stable","",133
"Poland",1545,1984,163,"Other","Non-tree","","",133
"Poland",1545,2002,220,"Other","Non-tree","Stable","",133
"Poland",1545,2017,36,"Other","Trees","Growth/Recovery","",133
"Poland",1546,1984,252,"Other","Non-tree","","",133
"Poland",1546,2017,30,"Other","Non-tree","Stable","",133
"Poland",1547,1984,252,"Other","Non-tree","","",133
"Poland",1547,2017,29,"Other","Non-tree","Stable","",133
"Poland",1548,1984,222,"Other","Non-tree","","",133
"Poland",1548,2017,47,"Other","Non-tree","Stable","",133
"Poland",1549,1984,149,"Other","Non-tree","","",133
"Poland",1549,2016,213,"Other","Non-tree","Stable","",133
"Poland",1550,1984,140,"Other","Non-tree","","",133
"Poland",1550,2017,29,"Other","Non-tree","Stable","",133
"Poland",1551,1984,140,"Forest","Trees","","",133
"Poland",1551,2017,47,"Forest","Trees","Stable","",133
"Poland",1552,1984,252,"Other","Non-tree","","",133
"Poland",1552,2017,31,"Other","Non-tree","Stable","",133
"Poland",1553,1984,218,"Forest","Trees","","",133
"Poland",1553,2017,27,"Forest","Trees","Stable","",133
"Poland",1554,1984,213,"Forest","Trees","","",133
"Poland",1554,2017,47,"Forest","Trees","Stable","",133
"Poland",1555,1984,191,"Other","Non-tree","","",133
"Poland",1555,2017,58,"Other","Non-tree","Stable","",133
"Poland",1556,1984,229,"Other","Non-tree","","",133
"Poland",1556,2017,70,"Other","Non-tree","Stable","",133
"Poland",1557,1984,222,"Forest","Trees","","",133
"Poland",1557,2017,47,"Forest","Trees","Stable","",133
"Poland",1558,1984,229,"Other","Non-tree","","",133
"Poland",1558,2016,213,"Other","Non-tree","Stable","",133
"Poland",1559,1984,154,"Other","Non-tree","","",133
"Poland",1559,2016,251,"Other","Non-tree","Stable","",133
"Poland",1560,1984,241,"Other","Non-tree","","",133
"Poland",1560,2017,75,"Other","Non-tree","Stable","",133
"Poland",1561,1984,252,"Forest","Trees","","",133
"Poland",1561,2017,46,"Forest","Trees","Stable","",133
"Poland",1562,1985,243,"Other","Trees","","",133
"Poland",1562,2017,43,"Other","Trees","Stable","",133
"Poland",1563,1984,275,"Other","Non-tree","","",133
"Poland",1563,2017,61,"Other","Non-tree","Stable","",133
"Poland",1564,1984,252,"Other","Non-tree","","",133
"Poland",1564,2016,204,"Other","Non-tree","Stable","",133
"Poland",1565,1984,138,"Other","Non-tree","","",133
"Poland",1565,2017,75,"Other","Non-tree","Stable","",133
"Poland",1566,1984,218,"Other","Non-tree","","",133
"Poland",1566,2017,29,"Other","Non-tree","Stable","",133
"Poland",1567,1984,165,"Other","Non-tree","","",133
"Poland",1567,2016,213,"Other","Non-tree","Stable","",133
"Poland",1568,1984,218,"Other","Non-tree","","",133
"Poland",1568,2017,29,"Other","Non-tree","Stable","",133
"Poland",1569,1984,241,"Other","Non-tree","","",133
"Poland",1569,2017,11,"Other","Non-tree","Stable","",133
"Poland",1570,1984,156,"Other","Non-tree","","",133
"Poland",1570,2016,203,"Other","Non-tree","Stable","",133
"Poland",1571,1984,156,"Other","Non-tree","","",133
"Poland",1571,2017,61,"Other","Non-tree","Stable","",133
"Poland",1572,1984,218,"Other","Non-tree","","",133
"Poland",1572,2017,45,"Other","Non-tree","Stable","",133
"Poland",1573,1984,218,"Other","Non-tree","","",133
"Poland",1573,2017,27,"Other","Non-tree","Stable","",133
"Poland",1574,1984,222,"Other","Non-tree","","",133
"Poland",1574,2017,48,"Other","Non-tree","Stable","",133
"Poland",1575,1984,241,"Other","Non-tree","","",133
"Poland",1575,2008,211,"Other","Non-tree","Stable","",133
"Poland",1575,2017,75,"Forest","Trees","Growth/Recovery","",133
"Poland",1576,1984,218,"Other","Non-tree","","",133
"Poland",1576,2017,45,"Other","Non-tree","Stable","",133
"Poland",1577,1984,106,"Other","Non-tree","","",133
"Poland",1577,2016,210,"Other","Non-tree","Stable","",133
"Poland",1578,1984,243,"Other","Non-tree","","",133
"Poland",1578,2017,45,"Other","Non-tree","Stable","",133
"Poland",1579,1984,222,"Forest","Trees","","",133
"Poland",1579,2017,64,"Forest","Trees","Stable","",133
"Poland",1580,1984,218,"Forest","Trees","","",133
"Poland",1580,2017,45,"Forest","Trees","Stable","",133
"Poland",1581,1984,191,"Forest","Trees","","",133
"Poland",1581,2017,58,"Forest","Trees","Hydrology","",133
"Poland",1582,1984,156,"Other","Non-tree","","",133
"Poland",1582,2016,212,"Other","Non-tree","Stable","",133
"Poland",1583,1984,163,"Other","Non-tree","","",133
"Poland",1583,2016,211,"Other","Non-tree","Stable","",133
"Poland",1584,1984,222,"Other","Non-tree","","",133
"Poland",1584,1998,251,"Other","Non-tree","Stable","",133
"Poland",1584,2017,64,"Forest","Trees","Growth/Recovery","",133
"Poland",1585,1984,174,"Forest","Trees","","",133
"Poland",1585,2017,56,"Forest","Trees","Stable","",133
"Poland",1586,1984,252,"Other","Non-tree","","",133
"Poland",1586,2017,30,"Other","Non-tree","Stable","",133
"Poland",1587,1984,275,"Other","Non-tree","","",133
"Poland",1587,2017,45,"Other","Non-tree","Stable","",133
"Poland",1588,1984,222,"Forest","Trees","","",133
"Poland",1588,2017,47,"Forest","Trees","Stable","",133
"Poland",1589,1984,140,"Other","Non-tree","","",133
"Poland",1589,2017,62,"Other","Non-tree","Stable","",133
"Poland",1590,1984,222,"Forest","Trees","","",133
"Poland",1590,2017,56,"Forest","Trees","Stable","",133
"Poland",1591,1984,218,"Other","Non-tree","","",133
"Poland",1591,2017,27,"Other","Non-tree","Stable","",133
"Poland",1592,1984,241,"Forest","Trees","","",133
"Poland",1592,2017,75,"Forest","Trees","Stable","",133
"Poland",1593,1984,156,"Other","Non-tree","","",133
"Poland",1593,2016,203,"Other","Non-tree","Stable","",133
"Poland",1594,1984,140,"Other","Non-tree","","",133
"Poland",1594,2016,212,"Other","Non-tree","Stable","",133
"Poland",1595,1984,291,"Forest","Trees","","",133
"Poland",1595,2017,28,"Forest","Trees","Stable","",133
"Poland",1596,1984,165,"Other","Non-tree","","",133
"Poland",1596,2017,31,"Other","Non-tree","Stable","",133
"Poland",1597,1984,222,"Other","Non-tree","","",133
"Poland",1597,2017,47,"Other","Non-tree","Stable","",133
"Poland",1598,1984,243,"Other","Non-tree","","",133
"Poland",1598,2017,62,"Other","Non-tree","Stable","",133
"Poland",1599,1984,165,"Other","Non-tree","","",133
"Poland",1599,2017,47,"Other","Non-tree","Stable","",133
"Poland",1600,1984,222,"Other","Non-tree","","",133
"Poland",1600,2017,64,"Other","Non-tree","Stable","",133
"Poland",1601,1984,140,"Other","Non-tree","","",133
"Poland",1601,2017,62,"Other","Non-tree","Stable","",133
"Poland",1602,1984,140,"Other","Non-tree","","",133
"Poland",1602,1998,265,"Other","Non-tree","Stable","",133
"Poland",1602,2017,61,"Forest","Trees","Growth/Recovery","",133
"Poland",1603,1984,241,"Forest","Trees","","",133
"Poland",1603,2017,75,"Forest","Trees","Stable","",133
"Poland",1604,1984,222,"Forest","Trees","","",133
"Poland",1604,2017,64,"Forest","Trees","Stable","",133
"Poland",1605,1984,275,"Other","Non-tree","","",133
"Poland",1605,2017,29,"Other","Non-tree","Stable","",133
"Poland",1606,1985,227,"Forest","Trees","","",133
"Poland",1606,2017,43,"Forest","Trees","Stable","",133
"Poland",1607,1984,275,"Other","Non-tree","","",133
"Poland",1607,2017,28,"Other","Non-tree","Stable","",133
"Poland",1608,1984,222,"Other","Non-tree","","",133
"Poland",1608,2017,64,"Other","Non-tree","Stable","",133
"Poland",1609,1984,156,"Other","Non-tree","","",133
"Poland",1609,2016,236,"Other","Non-tree","Stable","",133
"Poland",1610,1984,222,"Forest","Trees","","",133
"Poland",1610,2017,64,"Forest","Trees","Stable","",133
"Poland",1611,1985,234,"Other","Non-tree","","",133
"Poland",1611,2017,27,"Other","Non-tree","Stable","",133
"Poland",1612,1984,243,"Other","Non-tree","","",133
"Poland",1612,2017,62,"Other","Non-tree","Stable","",133
"Poland",1613,1984,241,"Forest","Trees","","",133
"Poland",1613,2017,11,"Forest","Trees","Stable","",133
"Poland",1614,1985,241,"Forest","Trees","","",133
"Poland",1614,2017,41,"Forest","Trees","Stable","",133
"Poland",1615,1984,275,"Other","Non-tree","","",133
"Poland",1615,2016,203,"Other","Non-tree","Stable","",133
"Poland",1616,1984,241,"Other","Non-tree","","",133
"Poland",1616,1996,217,"Other","Non-tree","Stable","",133
"Poland",1616,2017,50,"Forest","Trees","Growth/Recovery","",133
"Poland",1617,1984,241,"Forest","Trees","","",133
"Poland",1617,2017,75,"Forest","Trees","Stable","",133
"Poland",1618,1984,222,"Other","Non-tree","","",133
"Poland",1618,2017,63,"Other","Non-tree","Stable","",133
"Poland",1619,1984,165,"Other","Non-tree","","",133
"Poland",1619,2017,62,"Other","Non-tree","Stable","",133
"Poland",1620,1984,156,"Other","Trees","","",133
"Poland",1620,2016,212,"Other","Trees","Stable","",133
"Poland",1621,1984,222,"Other","Non-tree","","",133
"Poland",1621,2017,64,"Other","Non-tree","Stable","",133
"Poland",1622,1984,291,"Forest","Trees","","",133
"Poland",1622,1997,230,"Forest","Trees","Stable","",133
"Poland",1622,1998,265,"Forest","Non-tree","Harvest","clearcut",133
"Poland",1622,2017,61,"Forest","Trees","Growth/Recovery","",133
"Poland",1623,1984,218,"Other","Trees","","",133
"Poland",1623,2017,45,"Other","Trees","Stable","",133
"Poland",1624,1984,156,"Forest","Trees","","",133
"Poland",1624,2017,47,"Forest","Trees","Stable","",133
"Poland",1625,1984,222,"Other","Non-tree","","",133
"Poland",1625,2017,64,"Other","Non-tree","Stable","",133
"Poland",1626,1984,163,"Other","Non-tree","","",133
"Poland",1626,2017,61,"Other","Non-tree","Stable","",133
"Poland",1627,1985,234,"Other","Trees","","",133
"Poland",1627,2017,27,"Other","Trees","Stable","",133
"Poland",1628,1984,165,"Other","Non-tree","","",133
"Poland",1628,2016,220,"Other","Non-tree","Stable","",133
"Poland",1629,1985,227,"Other","Non-tree","","",133
"Poland",1629,2017,43,"Other","Non-tree","Stable","",133
"Poland",1630,1984,140,"Other","Non-tree","","",133
"Poland",1630,1990,268,"Forest","Trees","Stable","",133
"Poland",1630,2017,6,"Forest","Trees","Growth/Recovery","",133
"Poland",1631,1984,275,"Other","Non-tree","","",133
"Poland",1631,2017,45,"Other","Non-tree","Stable","",133
"Poland",1632,1984,156,"Other","Non-tree","","",133
"Poland",1632,2016,212,"Other","Non-tree","Stable","",133
"Poland",1633,1984,241,"Other","Non-tree","","",133
"Poland",1633,2017,67,"Other","Non-tree","Stable","",133
"Poland",1634,1984,252,"Other","Non-tree","","",133
"Poland",1634,2016,220,"Other","Non-tree","Stable","",133
"Poland",1635,1984,275,"Other","Non-tree","","",133
"Poland",1635,2016,203,"Other","Non-tree","Stable","",133
"Poland",1636,1984,215,"Other","Non-tree","","",133
"Poland",1636,2017,64,"Other","Non-tree","Stable","",133
"Poland",1637,1984,218,"Other","Non-tree","","",133
"Poland",1637,2017,45,"Other","Non-tree","Stable","",133
"Poland",1638,1984,140,"Other","Non-tree","","",133
"Poland",1638,2016,211,"Other","Non-tree","Stable","",133
"Poland",1639,1984,222,"Other","Non-tree","","",133
"Poland",1639,2017,56,"Other","Non-tree","Stable","",133
"Poland",1640,1984,156,"Other","Non-tree","","",133
"Poland",1640,2016,187,"Other","Non-tree","Stable","",133
"Poland",1641,1984,104,"Other","Non-tree","","",133
"Poland",1641,2017,41,"Other","Non-tree","Stable","",133
"Poland",1642,1984,277,"Other","Non-tree","","",133
"Poland",1642,2016,213,"Other","Non-tree","Stable","",133
"Poland",1643,1984,243,"Other","Non-tree","","",133
"Poland",1643,2017,29,"Other","Non-tree","Stable","",133
"Poland",1644,1984,140,"Other","Non-tree","","",133
"Poland",1644,2017,29,"Other","Non-tree","Stable","",133
"Poland",1645,1984,275,"Other","Non-tree","","",133
"Poland",1645,2017,45,"Other","Non-tree","Stable","",133
"Poland",1646,1984,241,"Forest","Trees","","",133
"Poland",1646,2017,67,"Forest","Trees","Stable","",133
"Poland",1647,1984,222,"Other","Non-tree","","",133
"Poland",1647,2017,56,"Other","Non-tree","Stable","",133
"Poland",1648,1984,277,"Other","Non-tree","","",133
"Poland",1648,2016,213,"Other","Non-tree","Stable","",133
"Poland",1649,1984,218,"Forest","Trees","","",133
"Poland",1649,2017,28,"Forest","Trees","Stable","",133
"Poland",1650,1984,149,"Other","Non-tree","","",133
"Poland",1650,2016,213,"Other","Non-tree","Stable","",133
"Poland",1651,1984,149,"Forest","Trees","","",133
"Poland",1651,2017,47,"Forest","Trees","Stable","",133
"Poland",1652,1984,241,"Other","Non-tree","","",133
"Poland",1652,2017,11,"Other","Non-tree","Stable","",133
"Poland",1653,1984,156,"Other","Non-tree","","",133
"Poland",1653,2016,212,"Other","Non-tree","Stable","",133
"Poland",1654,1984,161,"Other","Non-tree","","",133
"Poland",1654,2017,27,"Other","Non-tree","Stable","",133
"Poland",1655,1984,275,"Other","Non-tree","","",133
"Poland",1655,2017,45,"Other","Non-tree","Stable","",133
"Poland",1656,1984,222,"Other","Non-tree","","",133
"Poland",1656,2017,64,"Other","Non-tree","Stable","",133
"Poland",1657,1984,165,"Forest","Trees","","",133
"Poland",1657,2017,62,"Forest","Trees","Stable","",133
"Poland",1658,1985,211,"Other","Non-tree","","",133
"Poland",1658,1987,144,"Forest","Trees","Stable","",133
"Poland",1658,1988,227,"Forest","Trees","Growth/Recovery","",133
"Poland",1658,2017,27,"Forest","Trees","Growth/Recovery","",133
"Poland",1659,1984,154,"Other","Non-tree","","",133
"Poland",1659,2017,29,"Other","Non-tree","Stable","",133
"Poland",1660,1984,215,"Other","Non-tree","","",133
"Poland",1660,2017,64,"Other","Non-tree","Stable","",133
"Poland",1661,1984,154,"Other","Non-tree","","",133
"Poland",1661,2017,75,"Other","Non-tree","Stable","",133
"Poland",1662,1984,229,"Other","Non-tree","","",133
"Poland",1662,2017,62,"Other","Non-tree","Stable","",133
"Poland",1663,1984,138,"Other","Non-tree","","",133
"Poland",1663,2017,11,"Other","Non-tree","Stable","",133
"Poland",1664,1984,156,"Other","Non-tree","","",133
"Poland",1664,2017,6,"Other","Non-tree","Stable","",133
"Poland",1665,1984,154,"Forest","Trees","","",133
"Poland",1665,2017,60,"Forest","Trees","Stable","",133
"Poland",1666,1984,156,"Other","Non-tree","","",133
"Poland",1666,2016,203,"Other","Non-tree","Stable","",133
"Poland",1667,1984,138,"Other","Non-tree","","",133
"Poland",1667,2017,75,"Other","Non-tree","Stable","",133
"Poland",1668,1984,165,"Other","Non-tree","","",133
"Poland",1668,2016,212,"Other","Non-tree","Stable","",133
"Poland",1669,1984,154,"Other","Non-tree","","",133
"Poland",1669,2017,61,"Other","Non-tree","Stable","",133
"Poland",1670,1984,165,"Other","Non-tree","","",133
"Poland",1670,2017,70,"Other","Non-tree","Stable","",133
"Poland",1671,1984,104,"Other","Non-tree","","",133
"Poland",1671,2017,58,"Other","Non-tree","Stable","",133
"Poland",1672,1984,163,"Forest","Trees","","",133
"Poland",1672,2017,61,"Forest","Trees","Stable","",133
"Poland",1673,1984,218,"Other","Non-tree","","",133
"Poland",1673,2017,27,"Other","Non-tree","Stable","",133
"Poland",1674,1984,229,"Other","Non-tree","","",133
"Poland",1674,2017,62,"Other","Non-tree","Stable","",133
"Poland",1675,1984,138,"Forest","Trees","","",133
"Poland",1675,2017,60,"Forest","Trees","Growth/Recovery","",133
"Poland",1676,1984,165,"Other","Non-tree","","",133
"Poland",1676,2016,212,"Other","Non-tree","Stable","",133
"Poland",1677,1984,165,"Forest","Trees","","",133
"Poland",1677,2005,245,"Forest","Trees","Stable","",133
"Poland",1677,2006,209,"Forest","Non-tree","Harvest","clearcut",133
"Poland",1677,2014,215,"Forest","Trees","Growth/Recovery","",133
"Poland",1677,2015,218,"Forest","Trees","Harvest","",133
"Poland",1677,2017,62,"Forest","Non-tree","Growth/Recovery","",133
"Poland",1678,1984,222,"Forest","Trees","","",133
"Poland",1678,2017,47,"Forest","Trees","Stable","",133
"Poland",1679,1984,275,"Other","Non-tree","","",133
"Poland",1679,2017,61,"Other","Non-tree","Stable","",133
"Poland",1680,1984,161,"Forest","Trees","","",133
"Poland",1680,2017,27,"Forest","Trees","Stable","",133
"Poland",1681,1984,163,"Other","Non-tree","","",133
"Poland",1681,2017,29,"Other","Non-tree","Stable","",133
"Poland",1682,1984,229,"Forest","Trees","","",133
"Poland",1682,2017,70,"Forest","Trees","Stable","",133
"Poland",1683,1984,218,"Forest","Trees","","",133
"Poland",1683,2017,29,"Forest","Trees","Stable","",133
"Poland",1684,1984,215,"Other","Non-tree","","",133
"Poland",1684,2016,222,"Other","Non-tree","Stable","",133
"Poland",1685,1984,218,"Other","Non-tree","","",133
"Poland",1685,2017,36,"Other","Non-tree","Stable","",133
"Poland",1686,1984,140,"Other","Non-tree","","",133
"Poland",1686,2017,31,"Other","Non-tree","Stable","",133
"Poland",1687,1985,227,"Forest","Trees","","",133
"Poland",1687,2016,209,"Forest","Trees","Stable","",133
"Poland",1688,1985,195,"Forest","Trees","","",133
